PublishDate,Source,Type,Title,Summary,Link
2025-09-17,JARN News,Industry News,ehpa: Counting down to the Heat Pump Forum 2025,"From debunking disinformation to transforming district heating, from business-building networking to an evening of live jazz – the Heat Pump Forum 2025 promises two days of ideas, debate, and inspiration.",https://www.ejarn.com/article/detail/90427
2025-09-17,JARN News,Industry News,Insights from the Eurovent PG-RT Vice-Chairperson,"Arel Arsoy is the Vice-Chairperson of the Eurovent Product Group Rooftop Units and Deputy General Manager at IMBAT. In this short interview with the Eurovent Team, he gives us an insight into the activities of the PG-RT.",https://www.ejarn.com/article/detail/90426
2025-09-17,JARN News,Industry News,Mick Langford appointed as new UK Country Manager for Panasonic,"Panasonic is pleased to announce the appointment of Mick Langford as the new UK Country Manager for the heating and cooling division, effective from 15th September 2025. Mick brings over 40 years of industry and technical expertise to the role.",https://www.ejarn.com/article/detail/90425
2025-09-17,JARN News,Industry News,Ice cream global trade 2024: Thailand becomes top Asian exporter; EU production grows,"In a ranking dominated by Europe, Thailand becomes the 9th largest exporter of ice cream in volume, 11th in value, according to latest data from the United Nations Comtrade database.",https://www.ejarn.com/article/detail/90424
2025-09-17,JARN News,Industry News,Danfoss MP1T axial piston tandem pump boosts efficiency of dual-path propel systems in off-highway machinery,"— Danfoss Power Solutions today announced the launch of its MP1T axial piston tandem pump. An addition to the company’s popular MP1 medium-power closed-circuit hydraulic platform, the MP1T tandem pump offers high rotating efficiency, enhanced controllability, and the shortest pump length in its class. The pump is designed for construction machinery and other applications with dual-path propel systems.",https://www.ejarn.com/article/detail/90423
2025-09-17,JARN News,Industry News,Future-Proof Packaging for Pharma & Life Sciences | Peli BioThermal,"Discover how Peli BioThermal is shaping the future of cold chain packaging—combining sustainability, innovation, and reliability to protect life-saving therapies.",https://www.ejarn.com/article/detail/90422
2025-09-17,JARN News,Industry News,Emerson: New Show How Are We Today? Expands the Conversation on Mental Health,"(September 9, 2025) – Season One of How Are We Today? premieres on Public Television September 15. How Are We Today? is an educational TV program for ages 12 and up that provides free education, at-home therapeutic techniques and resources for managing mental health conditions.",https://www.ejarn.com/article/detail/90421
2025-09-17,JARN News,Industry News,Liebherr at Metro Trans China 2025: More climate-friendly HVAC solutions for the railway industry,"China's urbanization is accelerating and people depend even more on transportation. Efficient and fast transport is not only fundamental of urban operation, but also has a big influence on the quality of life of residents and the economic vitality of cities. China promotes the construction of rail transportation and is committed to creating an urban rail network with extensive coverage and smooth connections.",https://www.ejarn.com/article/detail/90420
2025-09-17,JARN News,Industry News,Is Your Temperature Control Equipment Ready for Manufacturing Demand Increases?,"As the holiday season approaches, production managers across various manufacturing industries face a unique set of challenges. The surge in demand for products during Christmas can strain operations to their limits.",https://www.ejarn.com/article/detail/90419
2025-09-17,JARN News,Industry News,ACCA heads to Capitol Hill for legislative advocacy fly-in,"(September 10, 2025) — HVACR trade professionals are taking center stage in Washington, D.C. this week to advance contractor interests on Capitol Hill during Air Conditioning Contractors of America's 2025 Advocacy Day.",https://www.ejarn.com/article/detail/90418
2025-09-17,JARN News,Industry News,Helios Technologies Recognized with Top Benefits Award from Mployer,".--(BUSINESS WIRE)-- Helios Technologies, Inc. (NYSE: HLIO) (“Helios” or the “Company”), a global leader in highly engineered motion control and electronic controls technology, is proud to announce that it has been recognized with the 2025 Top Benefits Award from Mployer, the industry standard for rating employee benefits. This honor highlights Helios’ commitment to offering comprehensive, high-quality benefits that support the health, financial security, and overall well-being of its workforce.",https://www.ejarn.com/article/detail/90417
2025-09-17,JARN News,Industry News,Mitsubishi Electric: Hybrid VRF – even more relevant 10 years on,"This month, we are celebrating the 10th anniversary of our unique and pioneering Hybrid VRF (Variable Refrigerant Flow) air conditioning system which delivers the flexibility of design and performance of a VRF system, combined with many of the benefits normally associated with a water-based chiller system.",https://www.ejarn.com/article/detail/90416
2025-09-17,JARN News,Industry News,GREE Shines at 2025 Malaysia Marvex Expo,"Recently, GREE made a stunning debut at the prestigious 2025 Malaysia Marvex Exhibition in Kuala Lumpur, showcasing an unprecedented product lineup. During the four-day event (September 9 to 12), GREE showcased innovative product series covering RAC, CAC, and energy management under the theme of “Green Technology, Smart Future.” The exhibition reached its peak with an exciting skills competition, fully demonstrating GREE’s leadership in driving the industry’s green transformation through innovative technologies and its deep commitment to the Southeast Asian market.",https://www.ejarn.com/article/detail/90415
2025-09-17,JARN News,Industry News,Altecnic | Potable Expansion Vessels: What You Need to Know,"When it comes to maintaining a safe and efficient water system, one essential component often overlooked is the potable water expansion vessel. These vessels play a vital role in ensuring that your system runs smoothly, prevents damage, and protects both property and users.",https://www.ejarn.com/article/detail/90414
2025-09-17,JARN News,Industry News,EuroShop turns 60: From a showcase trade fair to a global retail festival,"A trade fair that doesn’t ask what is being sold, but how: EuroShop was launched in Düsseldorf in 1966 with this idea in mind, focusing on a topic that was as relevant then as it is today: the future of retail. Sixty years later, this vision has become the world’s leading platform for retail innovation. In 2026, the 60th anniversary will be celebrated in Düsseldorf with a “Global Retail Festival”.",https://www.ejarn.com/article/detail/90413
2025-09-17,JARN News,Industry News,GE Appliances Demands Whirlpool Retract Unfounded Tariff Claims,"For Whirlpool to lodge unsupported claims with the Administration, based essentially on guesswork, is irresponsible and inappropriate. GE Appliances takes compliance seriously, and we have robust customs compliance processes in place, including third-party reviews and audits.",https://www.ejarn.com/article/detail/90412
2025-09-16,JARN News,Industry News,ACEEE Names Energy Leader Jennifer Layke as New Executive Director,The American Council for an Energy-Efficient Economy (ACEEE) today named globally recognized energy and sustainability leader Jennifer Layke its next executive director. She will join ACEEE on November 6.,https://www.ejarn.com/article/detail/90411
2025-09-16,JARN News,Industry News,Introducing Danfoss hygienic gasketed plate heat exchangers,"Danfoss is proud to announce the launch of our hygienic gasketed plate heat exchangers, designed to redefine hygienic processing across multiple industries. Engineered with precision and care, these heat exchangers meet the most stringent hygienic requirements, utilizing FDA-compliant materials to guarantee the highest quality in your end products.",https://www.ejarn.com/article/detail/90410
